Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-06-14 17:33:14,7335.0,102.0,6851,-25.0,133.0
,Austria,2020-06-14 17:33:14,17135.0,678.0,16066,47.5162,14.5501
,Canada,2020-06-14 17:33:14,100596.0,8232.0,61243,60.001000000000005,-95001
,China,2020-06-14 17:33:14,84339.0,4638.0,79483,30.5928,114.3055
,Denmark,2020-06-14 17:33:14,12417.0,598.0,11290,56.2639,9.5018
,Finland,2020-06-14 17:33:14,7108.0,326.0,6200,61.9241,25.7482
,France,2020-06-14 17:33:14,194153.0,29410.0,72982,46.2276,2.2137
,Germany,2020-06-14 17:33:14,187682.0,8807.0,172692,51.165690999999995,10.451526
,Iceland,2020-06-14 17:33:14,1810.0,10.0,1796,64.9631,-19.0208
,Ireland,2020-06-14 17:33:14,25321.0,1706.0,22698,53.1424,-7.6921
,Italy,2020-06-14 17:33:14,237290.0,34371.0,177010,41.8719,12.5674
,Netherlands,2020-06-14 17:33:14,49155.0,6084.0,182,52.3167,5.55
,Norway,2020-06-14 17:33:14,8639.0,242.0,8138,60472,8.4689
,Russia,2020-06-14 17:33:14,536484.0,7081.0,284021,61.523999999999994,105.3188
,Sweden,2020-06-14 17:33:14,52383.0,4891.0,,60.1282,18.6435
,Switzerland,2020-06-14 17:33:14,31131.0,1939.0,28900,46.8182,8.2275
,United Kingdom,2020-06-14 17:33:14,298310.0,41821.0,1284,55.0,-3.0
,US,2020-06-14 17:33:14,2102765.0,115862.0,561816,40.0,-100.0
,Spain,2020-06-14 17:33:14,244109.0,27136.0,150376,40.463667,-3.7492199999999998
,Mexico,2020-06-14 17:33:14,146837.0,17141.0,107298,23.6345,-102.5528
,Chile,2020-06-14 17:33:14,179436.0,3362.0,148792,-35.6751,-71543
,Brazil,2020-06-14 17:33:14,867624.0,43332.0,472313,-14235,-51.9253
,Peru,2020-06-14 17:33:14,229736.0,6688.0,115579,-9.19,-75.0152
,Colombia,2020-06-14 17:33:14,51087.0,1748.0,19855,4.5709,-74.2973
,Japan,2020-06-14 17:33:14,17439.0,929.0,15567,36.204824,138.252924
,Ukraine,2020-06-14 17:33:14,32536.0,911.0,14771,48.3794,31.1656
,India,2020-06-14 17:33:14,332424.0,9520.0,169798,20.593684,78.96288
,Pakistan,2020-06-14 17:33:14,144478.0,2729.0,53721,30.3753,69.3451
,Afghanistan,2020-06-14 17:33:14,25527.0,478.0,5164,33.93911,67.709953
,Albania,2020-06-14 17:33:14,1590.0,36.0,1055,41.1533,20.1683
,Algeria,2020-06-14 17:33:14,11031.0,777.0,7735,28.0339,1.6596
,Andorra,2020-06-14 17:33:14,853.0,51.0,789,42.5063,1.5218
,Angola,2020-06-14 17:33:14,140.0,6.0,61,-11.2027,17.8739
,Antigua and Barbuda,2020-06-14 17:33:14,26.0,3.0,20,17.0608,-61.7964
,Argentina,2020-06-14 17:33:14,31577.0,842.0,9891,-38.4161,-63.6167
,Armenia,2020-06-14 17:33:14,17064.0,285.0,6276,40.0691,45.0382
,Azerbaijan,2020-06-14 17:33:14,10324.0,122.0,5739,40.1431,47.5769
,Bahamas,2020-06-14 17:33:14,103.0,11.0,68,25.025885,-78.035889
,Bahrain,2020-06-14 17:33:14,18544.0,46.0,13197,26.0275,50.55
,Bangladesh,2020-06-14 17:33:14,90619.0,1209.0,18731,23685,90.3563
,Barbados,2020-06-14 17:33:14,97.0,7.0,83,13.1939,-59.5432
,Belarus,2020-06-14 17:33:14,54680.0,312.0,30420,53.7098,27.9534
,Belgium,2020-06-14 17:33:14,60100.0,9661.0,16610,50.8333,4.469936
,Belize,2020-06-14 17:33:14,21.0,2.0,16,17.1899,-88.4976
,Benin,2020-06-14 17:33:14,483.0,9.0,232,9.3077,2.3158
,Bhutan,2020-06-14 17:33:14,66.0,0.0,22,27.5142,90.4336
,Bolivia,2020-06-14 17:33:14,18459.0,611.0,3113,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-06-14 17:33:14,3040.0,165.0,2162,43.9159,17.6791
,Botswana,2020-06-14 17:33:14,60.0,1.0,24,-22.3285,24.6849
,Brunei,2020-06-14 17:33:14,141.0,2.0,138,4.5353,114.7277
,Bulgaria,2020-06-14 17:33:14,3290.0,174.0,1730,42.7339,25.4858
,Burkina Faso,2020-06-14 17:33:14,894.0,53.0,804,12.2383,-1.5616
,Burma,2020-06-14 17:33:14,262.0,6.0,175,21.9162,95956
,Burundi,2020-06-14 17:33:14,85.0,1.0,45,-3.3731,29.9189
,Cabo Verde,2020-06-14 17:33:14,759.0,6.0,301,16.5388,-23.0418
,Cambodia,2020-06-14 17:33:14,128.0,0.0,125,11.55,104.9167
,Cameroon,2020-06-14 17:33:14,9864.0,276.0,5570,3848,11.5021
,Central African Republic,2020-06-14 17:33:14,2222.0,7.0,369,6.6111,20.9394
,Chad,2020-06-14 17:33:14,850.0,73.0,720,15.4542,18.7322
,Comoros,2020-06-14 17:33:14,176.0,2.0,114,-11.6455,43.3333
,Congo (Brazzaville),2020-06-14 17:33:14,728.0,24.0,221,-228,15.8277
,Congo (Kinshasa),2020-06-14 17:33:14,4837.0,112.0,613,-4.0383,21.7587
,Costa Rica,2020-06-14 17:33:14,1715.0,12.0,752,9.7489,-83.7534
,Cote d'Ivoire,2020-06-14 17:33:14,5084.0,45.0,2505,7.54,-5.5471
,Croatia,2020-06-14 17:33:14,2254.0,107.0,2140,45.1,15.2
,Cuba,2020-06-14 17:33:14,2262.0,84.0,1965,21.521757,-77.78116700000002
,Cyprus,2020-06-14 17:33:14,985.0,18.0,807,35.1264,33.4299
,Czechia,2020-06-14 17:33:14,10044.0,330.0,7295,49.8175,15473
,Diamond Princess,2020-06-14 17:33:14,712.0,13.0,651,,
,Djibouti,2020-06-14 17:33:14,4501.0,43.0,3183,11.8251,42.5903
,Dominica,2020-06-14 17:33:14,18.0,0.0,16,15415,-61371
,Dominican Republic,2020-06-14 17:33:14,23271.0,605.0,14025,18.7357,-70.1627
,Ecuador,2020-06-14 17:33:14,46751.0,3896.0,23064,-1.8312,-78.1834
,Egypt,2020-06-14 17:33:14,44598.0,1575.0,11931,26.820553000000004,30.802498
,El Salvador,2020-06-14 17:33:14,3826.0,74.0,1912,13.7942,-88.8965
,Equatorial Guinea,2020-06-14 17:33:14,1306.0,12.0,200,1.6508,10.2679
,Eritrea,2020-06-14 17:33:14,96.0,0.0,39,15.1794,39.7823
,Estonia,2020-06-14 17:33:14,1974.0,69.0,1717,58.5953,25.0136
,Eswatini,2020-06-14 17:33:14,490.0,4.0,249,-26.5225,31.4659
,Ethiopia,2020-06-14 17:33:14,3521.0,60.0,620,9145,40.4897
,Fiji,2020-06-14 17:33:14,18.0,0.0,18,-17.7134,178065
,Gabon,2020-06-14 17:33:14,3463.0,23.0,1024,-0.8037,11.6094
,Gambia,2020-06-14 17:33:14,28.0,1.0,24,13.4432,-15.3101
,Georgia,2020-06-14 17:33:14,879.0,14.0,704,42.3154,43.3569
,Ghana,2020-06-14 17:33:14,11964.0,54.0,4258,7.9465,-1.0232
,Greece,2020-06-14 17:33:14,3134.0,184.0,1374,39.0742,21.8243
,Grenada,2020-06-14 17:33:14,23.0,0.0,22,12.1165,-61679
,Guatemala,2020-06-14 17:33:14,9845.0,384.0,1886,15.7835,-90.2308
,Guinea,2020-06-14 17:33:14,4532.0,25.0,3234,9.9456,-9.6966
,Guinea-Bissau,2020-06-14 17:33:14,1460.0,15.0,153,11.8037,-15.1804
,Guyana,2020-06-14 17:33:14,159.0,12.0,99,4.860416000000002,-58.93018000000001
,Haiti,2020-06-14 17:33:14,4309.0,73.0,24,18.9712,-72.2852
,Holy See,2020-06-14 17:33:14,12.0,0.0,12,41.9029,12.4534
,Honduras,2020-06-14 17:33:14,8858.0,312.0,967,15.2,-86.2419
,Hungary,2020-06-14 17:33:14,4076.0,563.0,2485,47.1625,19.5033
,Indonesia,2020-06-14 17:33:14,39294.0,2198.0,15123,-0.7893,113.9213
,Iran,2020-06-14 17:33:14,189876.0,8950.0,150590,32.427908,53.68804599999999
,Iraq,2020-06-14 17:33:14,21315.0,652.0,9271,33.223191,43.679291
,Israel,2020-06-14 17:33:14,19121.0,302.0,15389,31.046051,34.851612
,Jamaica,2020-06-14 17:33:14,617.0,10.0,420,18.1096,-77.2975
,Jordan,2020-06-14 17:33:14,979.0,9.0,692,31.24,36.51
,Kazakhstan,2020-06-14 17:33:14,14809.0,81.0,9376,48.0196,66.9237
,Kenya,2020-06-14 17:33:14,3727.0,104.0,1286,-0.0236,37.9062
,"Korea, South",2020-06-14 17:33:14,12121.0,277.0,10730,35.90775700000001,127.766922
,Kosovo,2020-06-14 17:33:14,1486.0,33.0,953,42.602636,20.902977
,Kuwait,2020-06-14 17:33:14,36431.0,298.0,27531,29.31166,47.481766
,Kyrgyzstan,2020-06-14 17:33:14,2372.0,27.0,1813,41.20438,74.766098
,Laos,2020-06-14 17:33:14,19.0,0.0,19,19.85627,102.495496
,Latvia,2020-06-14 17:33:14,1097.0,28.0,845,56.8796,24.6032
,Lebanon,2020-06-14 17:33:14,1464.0,32.0,875,33.8547,35.8623
,Lesotho,2020-06-14 17:33:14,4.0,0.0,2,-29.609988,28.233608
,Liberia,2020-06-14 17:33:14,498.0,33.0,221,6.4280550000000005,-9.429499
,Libya,2020-06-14 17:33:14,454.0,10.0,63,26.3351,17.228331
,Liechtenstein,2020-06-14 17:33:14,82.0,1.0,55,47.14,9.55
,Lithuania,2020-06-14 17:33:14,1773.0,76.0,1429,55.1694,23.8813
,Luxembourg,2020-06-14 17:33:14,4072.0,110.0,3931,49.8153,6.1296
,MS Zaandam,2020-06-14 17:33:14,9.0,2.0,,,
,Madagascar,2020-06-14 17:33:14,1290.0,10.0,384,-18.766947,46.869107
,Malawi,2020-06-14 17:33:14,547.0,6.0,69,-13.254307999999998,34.301525
,Malaysia,2020-06-14 17:33:14,8494.0,121.0,7400,4.210483999999999,101.975766
,Maldives,2020-06-14 17:33:14,2035.0,8.0,1311,3.2028,73.2207
,Mali,2020-06-14 17:33:14,1860.0,104.0,1125,17.570692,-3.996166000000001
,Malta,2020-06-14 17:33:14,650.0,9.0,603,35.9375,14.3754
,Mauritania,2020-06-14 17:33:14,1783.0,87.0,332,21.0079,-10.9408
,Mauritius,2020-06-14 17:33:14,337.0,10.0,325,-20.348404,57.552152
,Moldova,2020-06-14 17:33:14,11879.0,411.0,6794,47.4116,28.3699
,Monaco,2020-06-14 17:33:14,99.0,4.0,93,43.7333,7.4167
,Mongolia,2020-06-14 17:33:14,197.0,0.0,108,46.8625,103.8467
,Montenegro,2020-06-14 17:33:14,325.0,9.0,315,42.708678000000006,19.37439
,Morocco,2020-06-14 17:33:14,8885.0,212.0,7828,31.7917,-7.0926
,Mozambique,2020-06-14 17:33:14,609.0,3.0,157,-18.665695,35.529562
,Namibia,2020-06-14 17:33:14,32.0,0.0,17,-22.9576,18.4904
,Nepal,2020-06-14 17:33:14,6211.0,19.0,1041,28.1667,84.25
,New Zealand,2020-06-14 17:33:14,1504.0,22.0,1482,-40.9006,174886
,Nicaragua,2020-06-14 17:33:14,1464.0,55.0,953,12.865416,-85.207229
,Niger,2020-06-14 17:33:14,980.0,66.0,885,17.607789,8.081666
,Nigeria,2020-06-14 17:33:14,16085.0,420.0,5220,9082,8.6753
,North Macedonia,2020-06-14 17:33:14,4157.0,193.0,1723,41.6086,21.7453
,Oman,2020-06-14 17:33:14,24524.0,108.0,9533,21.512583,55.92325500000001
,Panama,2020-06-14 17:33:14,20686.0,437.0,13766,8538,-80.7821
,Papua New Guinea,2020-06-14 17:33:14,8.0,0.0,8,-6.314993,143.95555
,Paraguay,2020-06-14 17:33:14,1289.0,11.0,650,-23.4425,-58.4438
,Philippines,2020-06-14 17:33:14,26420.0,1098.0,6252,12.879721,121.774017
,Poland,2020-06-14 17:33:14,29788.0,1256.0,14383,51.9194,19.1451
,Portugal,2020-06-14 17:33:14,37036.0,1520.0,22852,39.3999,-8.2245
,Qatar,2020-06-14 17:33:14,80876.0,76.0,58681,25.3548,51.1839
,Romania,2020-06-14 17:33:14,22165.0,1427.0,15817,45.9432,24.9668
,Rwanda,2020-06-14 17:33:14,582.0,2.0,332,-1.9403,29.8739
,Saint Kitts and Nevis,2020-06-14 17:33:14,15.0,0.0,15,17.357822,-62.782998
,Saint Lucia,2020-06-14 17:33:14,19.0,0.0,18,13.9094,-60.9789
,Saint Vincent and the Grenadines,2020-06-14 17:33:14,27.0,0.0,25,12.9843,-61.2872
,San Marino,2020-06-14 17:33:14,694.0,42.0,575,43.9424,12.4578
,Sao Tome and Principe,2020-06-14 17:33:14,661.0,12.0,177,0.18636,6.613081
,Saudi Arabia,2020-06-14 17:33:14,132048.0,1011.0,87890,23.885942,45.079162
,Senegal,2020-06-14 17:33:14,5173.0,64.0,3424,14.4974,-14.4524
,Serbia,2020-06-14 17:33:14,12367.0,255.0,11561,44.0165,21.0059
,Seychelles,2020-06-14 17:33:14,11.0,0.0,11,-4.6796,55492
,Sierra Leone,2020-06-14 17:33:14,1176.0,51.0,683,8.460555000000001,-11.779889
,Singapore,2020-06-14 17:33:14,40818.0,26.0,30366,1.2833,103.8333
,Slovakia,2020-06-14 17:33:14,1552.0,28.0,1410,48669,19699
,Slovenia,2020-06-14 17:33:14,1496.0,109.0,1359,46.1512,14.9955
,Somalia,2020-06-14 17:33:14,2642.0,88.0,622,5.152149,46.199616
,South Africa,2020-06-14 17:33:14,70038.0,1480.0,38531,-30.5595,22.9375
,South Sudan,2020-06-14 17:33:14,1693.0,27.0,49,6.877000000000002,31307
,Sri Lanka,2020-06-14 17:33:14,1905.0,11.0,1342,7.873054,80.77179699999998
,Sudan,2020-06-14 17:33:14,7220.0,459.0,2610,12.8628,30.2176
,Suriname,2020-06-14 17:33:14,208.0,3.0,9,3.9193,-56.0278
,Syria,2020-06-14 17:33:14,177.0,6.0,74,34.802075,38.99681500000001
,Taiwan*,2020-06-14 17:33:14,445.0,7.0,433,23.7,121.0
,Tajikistan,2020-06-14 17:33:14,5097.0,50.0,3503,38.861034,71.276093
,Tanzania,2020-06-14 17:33:14,509.0,21.0,183,-6.369028,34.888822
,Thailand,2020-06-14 17:33:14,3135.0,58.0,2987,15.870032,100.992541
,Timor-Leste,2020-06-14 17:33:14,24.0,0.0,24,-8.874217,125.727539
,Togo,2020-06-14 17:33:14,531.0,13.0,299,8.6195,0.8248
,Trinidad and Tobago,2020-06-14 17:33:14,123.0,8.0,109,10.6918,-61.2225
,Tunisia,2020-06-14 17:33:14,1110.0,49.0,999,33.886917,9.537499
,Turkey,2020-06-14 17:33:14,178239.0,4807.0,151417,38.9637,35.2433
,Uganda,2020-06-14 17:33:14,705.0,0.0,299,1.373333,32.290275
,United Arab Emirates,2020-06-14 17:33:14,42294.0,289.0,27462,23.424076,53.847818
,Uruguay,2020-06-14 17:33:14,848.0,23.0,788,-32.5228,-55.7658
,Uzbekistan,2020-06-14 17:33:14,5154.0,19.0,4019,41.377491,64.585262
,Venezuela,2020-06-14 17:33:14,2978.0,25.0,835,6.4238,-66.5897
,Vietnam,2020-06-14 17:33:14,334.0,0.0,323,14.058324,108.277199
,West Bank and Gaza,2020-06-14 17:33:14,501.0,3.0,415,31.9522,35.2332
,Western Sahara,2020-06-14 17:33:14,9.0,1.0,8,24.2155,-12.8858
,Yemen,2020-06-14 17:33:14,728.0,164.0,53,15.552727,48.516388
,Zambia,2020-06-14 17:33:14,1382.0,11.0,1142,-13.133897,27.849332
,Zimbabwe,2020-06-14 17:33:14,383.0,4.0,54,-19.015438,29.154857
