Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-05-23 10:32:48,7114.0,102.0,6509.0,-25.0,133.0
,Austria,2020-05-23 10:32:48,16503.0,640.0,15063.0,47.5162,14.5501
,Canada,2020-05-23 10:32:48,85151.0,6466.0,43318.0,60.001000000000005,-95001
,China,2020-05-23 10:32:48,84084.0,4638.0,79336.0,30.5928,114.3055
,Denmark,2020-05-23 10:32:48,11487.0,561.0,10034.0,56.2639,9.5018
,Finland,2020-05-23 10:32:48,6579.0,307.0,4800.0,61.9241,25.7482
,France,2020-05-23 10:32:48,182036.0,28218.0,63988.0,46.2276,2.2137
,Germany,2020-05-23 10:32:48,179986.0,8274.0,160016.0,51.165690999999995,10.451526
,Iceland,2020-05-23 10:32:48,1804.0,10.0,1791.0,64.9631,-19.0208
,Ireland,2020-05-23 10:32:48,24582.0,1604.0,21060.0,53.1424,-7.6921
,Italy,2020-05-23 10:32:48,229327.0,32735.0,138840.0,41.8719,12.5674
,Netherlands,2020-05-23 10:32:48,45265.0,5830.0,174.0,52.3167,5.55
,Norway,2020-05-23 10:32:48,8346.0,235.0,7727.0,60472,8.4689
,Russia,2020-05-23 10:32:48,344481.0,3541.0,113299.0,61.523999999999994,105.3188
,Sweden,2020-05-23 10:32:48,33188.0,3992.0,4971.0,60.1282,18.6435
,Switzerland,2020-05-23 10:32:48,30736.0,1905.0,28000.0,46.8182,8.2275
,United Kingdom,2020-05-23 10:32:48,258509.0,36757.0,1142.0,55.0,-3.0
,US,2020-05-23 10:32:48,1622670.0,97087.0,361239.0,40.0,-100.0
,Spain,2020-05-23 10:32:48,235290.0,28678.0,150376.0,40.463667,-3.7492199999999998
,Mexico,2020-05-23 10:32:48,65856.0,7179.0,44424.0,23.6345,-102.5528
,Chile,2020-05-23 10:32:48,65393.0,673.0,26546.0,-35.6751,-71543
,Brazil,2020-05-23 10:32:48,347398.0,22013.0,142587.0,-14235,-51.9253
,Afghanistan,2020-05-23 10:32:48,10582.0,218.0,1075.0,33.93911,67.709953
,Albania,2020-05-23 10:32:48,998.0,32.0,789.0,41.1533,20.1683
,Algeria,2020-05-23 10:32:48,8113.0,592.0,4426.0,28.0339,1.6596
,Andorra,2020-05-23 10:32:48,762.0,51.0,653.0,42.5063,1.5218
,Angola,2020-05-23 10:32:48,61.0,4.0,18.0,-11.2027,17.8739
,Antigua and Barbuda,2020-05-23 10:32:48,25.0,3.0,19.0,17.0608,-61.7964
,Argentina,2020-05-23 10:32:48,11353.0,445.0,3530.0,-38.4161,-63.6167
,Armenia,2020-05-23 10:32:48,6661.0,81.0,3064.0,40.0691,45.0382
,Azerbaijan,2020-05-23 10:32:48,3982.0,49.0,2506.0,40.1431,47.5769
,Bahamas,2020-05-23 10:32:48,100.0,11.0,45.0,25.025885,-78.035889
,Bahrain,2020-05-23 10:32:48,8802.0,13.0,4465.0,26.0275,50.55
,Bangladesh,2020-05-23 10:32:48,33610.0,480.0,6901.0,23685,90.3563
,Barbados,2020-05-23 10:32:48,92.0,7.0,70.0,13.1939,-59.5432
,Belarus,2020-05-23 10:32:48,36198.0,199.0,14155.0,53.7098,27.9534
,Belgium,2020-05-23 10:32:48,57092.0,9280.0,15272.0,50.8333,4.469936
,Belize,2020-05-23 10:32:48,18.0,2.0,16.0,13.1939,-59.5432
,Benin,2020-05-23 10:32:48,135.0,3.0,61.0,9.3077,2.3158
,Bhutan,2020-05-23 10:32:48,24.0,0.0,6.0,27.5142,90.4336
,Bolivia,2020-05-23 10:32:48,5915.0,240.0,609.0,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-05-23 10:32:48,2391.0,141.0,1662.0,43.9159,17.6791
,Botswana,2020-05-23 10:32:48,30.0,1.0,19.0,-22.3285,24.6849
,Brunei,2020-05-23 10:32:48,141.0,1.0,136.0,4.5353,114.7277
,Bulgaria,2020-05-23 10:32:48,2427.0,130.0,840.0,42.7339,25.4858
,Burkina Faso,2020-05-23 10:32:48,814.0,52.0,672.0,12.2383,-1.5616
,Burma,2020-05-23 10:32:48,201.0,6.0,120.0,21.9162,95956
,Burundi,2020-05-23 10:32:48,42.0,1.0,20.0,-3.3731,29.9189
,Cabo Verde,2020-05-23 10:32:48,371.0,3.0,142.0,16.5388,-23.0418
,Cambodia,2020-05-23 10:32:48,124.0,0.0,122.0,11.55,104.9167
,Cameroon,2020-05-23 10:32:48,4400.0,159.0,1822.0,3.8480000000000003,11.5021
,Central African Republic,2020-05-23 10:32:48,552.0,1.0,18.0,6.6111,20.9394
,Chad,2020-05-23 10:32:48,648.0,60.0,204.0,15.4542,18.7322
,Colombia,2020-05-23 10:32:48,20177.0,705.0,4718.0,4.5709,-74.2973
,Comoros,2020-05-23 10:32:48,78.0,1.0,18.0,-11.6455,43.3333
,Congo (Brazzaville),2020-05-23 10:32:48,487.0,16.0,147.0,-228,15.8277
,Congo (Kinshasa),2020-05-23 10:32:48,2025.0,63.0,312.0,-4.0383,21.7587
,Costa Rica,2020-05-23 10:32:48,918.0,10.0,607.0,9.7489,-83.7534
,Cote d'Ivoire,2020-05-23 10:32:48,2366.0,30.0,1188.0,7.54,-5.5471
,Croatia,2020-05-23 10:32:48,2243.0,99.0,2023.0,45.1,15.2
,Cuba,2020-05-23 10:32:48,1931.0,81.0,1671.0,21.521757,-77.78116700000002
,Cyprus,2020-05-23 10:32:48,927.0,17.0,594.0,35.1264,33.4299
,Czechia,2020-05-23 10:32:48,8890.0,314.0,6044.0,49.8175,15.472999999999999
,Diamond Princess,2020-05-23 10:32:48,712.0,13.0,651.0,,
