Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-05-18 10:32:12,7068.0,100.0,6413.0,-25.0,133.0
,Austria,2020-05-18 10:32:12,16321.0,632.0,14678.0,47.5162,14.5501
,Canada,2020-05-18 10:32:12,79411.0,5960.0,39251.0,60.001000000000005,-95001
,China,2020-05-18 10:32:12,84063.0,4638.0,79310.0,30.5928,114.3055
,Denmark,2020-05-18 10:32:12,11242.0,548.0,9499.0,56.0,10.0
,Finland,2020-05-18 10:32:12,6380.0,300.0,5000.0,61.9241,25.7482
,France,2020-05-18 10:32:12,180051.0,28242.0,61843.0,46.2276,2.2137
,Germany,2020-05-18 10:32:12,177289.0,8041.0,155681.0,51.165690999999995,10.451526
,Iceland,2020-05-18 10:32:12,1802.0,10.0,1786.0,64.9631,-19.0208
,Ireland,2020-05-18 10:32:12,24200.0,1547.0,19470.0,53.1424,-7.6921
,Italy,2020-05-18 10:32:12,225886.0,32007.0,127326.0,41.8719,12.5674
,Netherlands,2020-05-18 10:32:12,44341.0,5713.0,167.0,52.3167,5.55
,Norway,2020-05-18 10:32:12,8257.0,233.0,32.0,60472,8.4689
,Russia,2020-05-18 10:32:12,299941.0,2837.0,76130.0,61.523999999999994,105.3188
,Sweden,2020-05-18 10:32:12,30377.0,3698.0,4971.0,60.1282,18.6435
,Switzerland,2020-05-18 10:32:12,30618.0,1886.0,27600.0,46.8182,8.2275
,United Kingdom,2020-05-18 10:32:12,247709.0,34876.0,1090.0,55.0,-3.0
,US,2020-05-18 10:32:12,1508957.0,90369.0,283178.0,40.0,-100.0
,Spain,2020-05-18 10:32:12,231606.0,27709.0,150376.0,40.463667,-3.7492199999999998
,Afghanistan,2020-05-18 10:32:12,7653.0,178.0,850.0,33.93911,67.709953
,Albania,2020-05-18 10:32:12,949.0,31.0,742.0,41.1533,20.1683
,Algeria,2020-05-18 10:32:12,7201.0,555.0,3625.0,28.0339,1.6596
,Andorra,2020-05-18 10:32:12,761.0,51.0,624.0,42.5063,1.5218
,Angola,2020-05-18 10:32:12,50.0,3.0,17.0,-11.2027,17.8739
,Antigua and Barbuda,2020-05-18 10:32:12,25.0,3.0,19.0,17.0608,-61.7964
,Argentina,2020-05-18 10:32:12,8371.0,382.0,2625.0,-38.4161,-63.6167
,Armenia,2020-05-18 10:32:12,5041.0,64.0,2164.0,40.0691,45.0382
,Azerbaijan,2020-05-18 10:32:12,3387.0,40.0,2055.0,40.1431,47.5769
,Bahamas,2020-05-18 10:32:12,96.0,11.0,43.0,25.025885,-78.035889
,Bahrain,2020-05-18 10:32:12,7374.0,12.0,2952.0,26.0275,50.55
,Bangladesh,2020-05-18 10:32:12,25121.0,370.0,4993.0,23685,90.3563
,Barbados,2020-05-18 10:32:12,88.0,7.0,68.0,13.1939,-59.5432
,Belarus,2020-05-18 10:32:12,31508.0,175.0,10620.0,53.7098,27.9534
,Belgium,2020-05-18 10:32:12,55791.0,9108.0,14687.0,50.8333,4.469936
,Belize,2020-05-18 10:32:12,18.0,2.0,16.0,13.1939,-59.5432
,Benin,2020-05-18 10:32:12,339.0,2.0,83.0,9.3077,2.3158
,Bhutan,2020-05-18 10:32:12,21.0,0.0,5.0,27.5142,90.4336
,Bolivia,2020-05-18 10:32:12,4263.0,174.0,503.0,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-05-18 10:32:12,2304.0,133.0,1464.0,43.9159,17.6791
,Botswana,2020-05-18 10:32:12,25.0,1.0,17.0,-22.3285,24.6849
,Brazil,2020-05-18 10:32:12,255368.0,16853.0,100459.0,-14235,-51.9253
,Brunei,2020-05-18 10:32:12,141.0,1.0,136.0,4.5353,114.7277
,Bulgaria,2020-05-18 10:32:12,2259.0,112.0,646.0,42.7339,25.4858
,Burkina Faso,2020-05-18 10:32:12,796.0,51.0,652.0,12.2383,-1.5616
,Burma,2020-05-18 10:32:12,191.0,6.0,101.0,21.9162,95956
,Burundi,2020-05-18 10:32:12,42.0,1.0,20.0,-3.3731,29.9189
,Cabo Verde,2020-05-18 10:32:12,328.0,3.0,85.0,16.5388,-23.0418
,Cambodia,2020-05-18 10:32:12,122.0,0.0,122.0,11.55,104.9167
,Cameroon,2020-05-18 10:32:12,3529.0,140.0,1567.0,3848,11.5021
,Central African Republic,2020-05-18 10:32:12,327.0,0.0,13.0,6.6111,20.9394
,Chad,2020-05-18 10:32:12,519.0,53.0,117.0,15.4542,18.7322
,Chile,2020-05-18 10:32:12,46059.0,478.0,20165.0,-35.6751,-71543
,Colombia,2020-05-18 10:32:12,16295.0,592.0,3903.0,4.5709,-74.2973
,Comoros,2020-05-18 10:32:12,11.0,1.0,3.0,-11.6455,43.3333
,Congo (Brazzaville),2020-05-18 10:32:12,412.0,15.0,110.0,-4.2634,15.2832
,Congo (Kinshasa),2020-05-18 10:32:12,1538.0,61.0,272.0,-4.322447,15.307045
,Costa Rica,2020-05-18 10:32:12,866.0,10.0,575.0,9.7489,-83.7534
