Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-06-24 21:33:41,7558.0,104.0,6942,-25.0,133.0
,Austria,2020-06-24 21:33:41,17477.0,698.0,16320,47.5162,14.5501
,Canada,2020-06-24 21:33:41,104087.0,8544.0,66534,60.001000000000005,-95001
,China,2020-06-24 21:33:41,84687.0,4641.0,79566,30.5928,114.3055
,Denmark,2020-06-24 21:33:41,12836.0,603.0,11660,56.2639,9.5018
,Finland,2020-06-24 21:33:41,7172.0,327.0,6600,61.9241,25.7482
,France,2020-06-24 21:33:41,197885.0,29755.0,75475,46.2276,2.2137
,Germany,2020-06-24 21:33:41,193371.0,8940.0,176764,51.165690999999995,10.451526
,Iceland,2020-06-24 21:33:41,1830.0,10.0,1811,64.9631,-19.0208
,Ireland,2020-06-24 21:33:41,25405.0,1727.0,23364,53.1424,-7.6921
,Italy,2020-06-24 21:33:41,239706.0,34678.0,186725,41.8719,12.5674
,Netherlands,2020-06-24 21:33:41,50122.0,6119.0,186,52.3167,5.55
,Norway,2020-06-24 21:33:41,8788.0,249.0,8138,60472,8.4689
,Russia,2020-06-24 21:33:41,613148.0,8594.0,374557,61.523999999999994,105.3188
,Sweden,2020-06-24 21:33:41,63890.0,5230.0,,60.1282,18.6435
,Switzerland,2020-06-24 21:33:41,31428.0,1958.0,29000,46.8182,8.2275
,United Kingdom,2020-06-24 21:33:41,309455.0,43314.0,1345,55.0,-3.0
,US,2020-06-24 21:33:41,2411413.0,122482.0,656161,40.0,-100.0
,Spain,2020-06-24 21:33:41,247486.0,28330.0,150376,40.463667,-3.7492199999999998
,Mexico,2020-06-24 21:33:41,196847.0,24324.0,148487,23.6345,-102.5528
,Chile,2020-06-24 21:33:41,259064.0,4903.0,219327,-35.6751,-71543
,Brazil,2020-06-24 21:33:41,1188631.0,53830.0,670417,-14235,-51.9253
,Peru,2020-06-24 21:33:41,268602.0,8761.0,151225,-9.19,-75.0152
,Colombia,2020-06-24 21:33:41,77313.0,2611.0,31729,4.5709,-74.2973
,Japan,2020-06-24 21:33:41,18056.0,971.0,16142,36.204824,138.252924
,Ukraine,2020-06-24 21:33:41,40854.0,1078.0,18365,48.3794,31.1656
,India,2020-06-24 21:33:41,473105.0,14894.0,271697,20.593684,78.96288
,Pakistan,2020-06-24 21:33:41,192970.0,3903.0,81307,30.3753,69.3451
,Afghanistan,2020-06-24 21:33:41,30175.0,675.0,10174,33.93911,67.709953
,Albania,2020-06-24 21:33:41,2192.0,49.0,1250,41.1533,20.1683
,Algeria,2020-06-24 21:33:41,12445.0,878.0,8920,28.0339,1.6596
,Andorra,2020-06-24 21:33:41,855.0,52.0,797,42.5063,1.5218
,Angola,2020-06-24 21:33:41,212.0,10.0,81,-11.2027,17.8739
,Antigua and Barbuda,2020-06-24 21:33:41,65.0,3.0,22,17.0608,-61.7964
,Argentina,2020-06-24 21:33:41,49851.0,1124.0,14788,-38.4161,-63.6167
,Armenia,2020-06-24 21:33:41,22488.0,397.0,11335,40.0691,45.0382
,Azerbaijan,2020-06-24 21:33:41,14852.0,180.0,8059,40.1431,47.5769
,Bahamas,2020-06-24 21:33:41,104.0,11.0,83,25.025885,-78.035889
,Bahrain,2020-06-24 21:33:41,24081.0,71.0,18501,26.0275,50.55
,Bangladesh,2020-06-24 21:33:41,126606.0,1621.0,51495,23685,90.3563
,Barbados,2020-06-24 21:33:41,97.0,7.0,85,13.1939,-59.5432
,Belarus,2020-06-24 21:33:41,60382.0,367.0,41448,53.7098,27.9534
,Belgium,2020-06-24 21:33:41,61007.0,9726.0,16890,50.8333,4.469936
,Belize,2020-06-24 21:33:41,23.0,2.0,17,17.1899,-88.4976
,Benin,2020-06-24 21:33:41,1017.0,14.0,288,9.3077,2.3158
,Bhutan,2020-06-24 21:33:41,70.0,0.0,34,27.5142,90.4336
,Bolivia,2020-06-24 21:33:41,27487.0,876.0,6795,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-06-24 21:33:41,3796.0,175.0,2322,43.9159,17.6791
,Botswana,2020-06-24 21:33:41,92.0,1.0,25,-22.3285,24.6849
,Brunei,2020-06-24 21:33:41,141.0,3.0,138,4.5353,114.7277
,Bulgaria,2020-06-24 21:33:41,4408.0,211.0,2370,42.7339,25.4858
,Burkina Faso,2020-06-24 21:33:41,934.0,53.0,826,12.2383,-1.5616
,Burma,2020-06-24 21:33:41,293.0,6.0,211,21.9162,95956
,Burundi,2020-06-24 21:33:41,144.0,1.0,93,-3.3731,29.9189
,Cabo Verde,2020-06-24 21:33:41,1003.0,8.0,562,16.5388,-23.0418
,Cambodia,2020-06-24 21:33:41,130.0,0.0,127,11.55,104.9167
,Cameroon,2020-06-24 21:33:41,12592.0,313.0,10100,3.8480000000000003,11.5021
,Central African Republic,2020-06-24 21:33:41,3244.0,40.0,607,6.6111,20.9394
,Chad,2020-06-24 21:33:41,863.0,74.0,774,15.4542,18.7322
,Comoros,2020-06-24 21:33:41,272.0,7.0,161,-11.6455,43.3333
,Congo (Brazzaville),2020-06-24 21:33:41,1087.0,37.0,456,-228,15.8277
,Congo (Kinshasa),2020-06-24 21:33:41,6411.0,142.0,885,-4.0383,21.7587
,Costa Rica,2020-06-24 21:33:41,2684.0,12.0,1227,9.7489,-83.7534
,Cote d'Ivoire,2020-06-24 21:33:41,8164.0,58.0,3419,7.54,-5.5471
,Croatia,2020-06-24 21:33:41,2483.0,107.0,2149,45.1,15.2
,Cuba,2020-06-24 21:33:41,2321.0,85.0,2171,21.521757,-77.78116700000002
,Cyprus,2020-06-24 21:33:41,992.0,19.0,824,35.1264,33.4299
,Czechia,2020-06-24 21:33:41,10830.0,345.0,7649,49.8175,15.472999999999999
,Diamond Princess,2020-06-24 21:33:41,712.0,13.0,651,,
,Djibouti,2020-06-24 21:33:41,4635.0,52.0,4269,11.8251,42.5903
,Dominica,2020-06-24 21:33:41,18.0,0.0,18,15415,-61371
,Dominican Republic,2020-06-24 21:33:41,29141.0,698.0,16223,18.7357,-70.1627
,Ecuador,2020-06-24 21:33:41,53156.0,4343.0,26097,-1.8312,-78.1834
,Egypt,2020-06-24 21:33:41,61130.0,2533.0,16338,26.820553000000004,30.802497999999996
,El Salvador,2020-06-24 21:33:41,5336.0,126.0,3116,13.7942,-88.8965
,Equatorial Guinea,2020-06-24 21:33:41,1664.0,32.0,515,1.6508,10.2679
,Eritrea,2020-06-24 21:33:41,144.0,0.0,39,15.1794,39.7823
,Estonia,2020-06-24 21:33:41,1984.0,69.0,1790,58.5953,25.0136
,Eswatini,2020-06-24 21:33:41,706.0,8.0,347,-26.5225,31.4659
,Ethiopia,2020-06-24 21:33:41,5175.0,81.0,1544,9145,40.4897
,Fiji,2020-06-24 21:33:41,18.0,0.0,18,-17.7134,178065
,Gabon,2020-06-24 21:33:41,4956.0,39.0,2177,-0.8037,11.6094
,Gambia,2020-06-24 21:33:41,42.0,2.0,26,13.4432,-15.3101
,Georgia,2020-06-24 21:33:41,917.0,14.0,776,42.3154,43.3569
,Ghana,2020-06-24 21:33:41,15473.0,95.0,11431,7.9465,-1.0232
,Greece,2020-06-24 21:33:41,3321.0,191.0,1374,39.0742,21.8243
,Grenada,2020-06-24 21:33:41,23.0,0.0,23,12.1165,-61.678999999999995
,Guatemala,2020-06-24 21:33:41,14819.0,601.0,2930,15.7835,-90.2308
,Guinea,2020-06-24 21:33:41,5174.0,29.0,3861,9.9456,-9.6966
,Guinea-Bissau,2020-06-24 21:33:41,1556.0,19.0,191,11.8037,-15.1804
,Guyana,2020-06-24 21:33:41,209.0,12.0,107,4.860416000000002,-58.93018000000001
,Haiti,2020-06-24 21:33:41,5429.0,92.0,512,18.9712,-72.2852
,Holy See,2020-06-24 21:33:41,12.0,0.0,12,41.9029,12.4534
,Honduras,2020-06-24 21:33:41,14571.0,417.0,1546,15.2,-86.2419
,Hungary,2020-06-24 21:33:41,4123.0,577.0,2640,47.1625,19.5033
,Indonesia,2020-06-24 21:33:41,50187.0,2620.0,20449,-0.7893,113.9213
,Iran,2020-06-24 21:33:41,215096.0,10130.0,175103,32.427908,53.68804599999999
,Iraq,2020-06-24 21:33:41,39139.0,1437.0,18051,33.223191,43.679291
,Israel,2020-06-24 21:33:41,22400.0,309.0,16007,31.046051000000002,34.851612
,Jamaica,2020-06-24 21:33:41,678.0,10.0,521,18.1096,-77.2975
,Jordan,2020-06-24 21:33:41,1086.0,9.0,797,31.24,36.51
,Kazakhstan,2020-06-24 21:33:41,19285.0,140.0,12220,48.0196,66.9237
,Kenya,2020-06-24 21:33:41,5384.0,132.0,1857,-0.0236,37.9062
,"Korea, South",2020-06-24 21:33:41,12563.0,282.0,10974,35.90775700000001,127.766922
