Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-07-27 17:35:12,14935.0,161.0,9311,-25.0,133.0
,Austria,2020-07-27 17:35:12,20558.0,713.0,18246,47.5162,14.5501
,Canada,2020-07-27 17:35:12,116029.0,8935.0,101093,60.001000000000005,-95001
,China,2020-07-27 17:35:12,86715.0,4654.0,80460,30.5928,114.3055
,Denmark,2020-07-27 17:35:12,13775.0,613.0,12618,56.2639,9.5018
,Finland,2020-07-27 17:35:12,7398.0,329.0,6920,61.9241,25.7482
,France,2020-07-27 17:35:12,217801.0,30195.0,80945,46.2276,2.2137
,Germany,2020-07-27 17:35:12,207032.0,9125.0,190314,51.165690999999995,10.451526
,Iceland,2020-07-27 17:35:12,1854.0,10.0,1823,64.9631,-19.0208
,Ireland,2020-07-27 17:35:12,25881.0,1764.0,23364,53.1424,-7.6921
,Italy,2020-07-27 17:35:12,246286.0,35112.0,198593,41.8719,12.5674
,Netherlands,2020-07-27 17:35:12,53424.0,6160.0,196,52.3167,5.55
,Norway,2020-07-27 17:35:12,9125.0,255.0,8752,60472,8.4689
,Russia,2020-07-27 17:35:12,816680.0,13334.0,602249,61.523999999999994,105.3188
,Sweden,2020-07-27 17:35:12,79395.0,5700.0,,60.1282,18.6435
,Switzerland,2020-07-27 17:35:12,34477.0,1978.0,30700,46.8182,8.2275
,United Kingdom,2020-07-27 17:35:12,301705.0,45844.0,1434,55.0,-3.0
,US,2020-07-27 17:35:12,4262674.0,147143.0,1297863,40.0,-100.0
,Spain,2020-07-27 17:35:12,272421.0,28432.0,150376,40.463667,-3.7492199999999998
,Mexico,2020-07-27 17:35:12,390516.0,43680.0,295222,23.6345,-102.5528
,Chile,2020-07-27 17:35:12,347923.0,9187.0,319954,-35.6751,-71543
,Brazil,2020-07-27 17:35:12,2419091.0,87004.0,1812913,-14235,-51.9253
,Peru,2020-07-27 17:35:12,375961.0,17843.0,267850,-9.19,-75.0152
,Colombia,2020-07-27 17:35:12,248976.0,8525.0,125037,4.5709,-74.2973
,Japan,2020-07-27 17:35:12,31116.0,998.0,21970,36.204824,138.252924
,Ukraine,2020-07-27 17:35:12,67096.0,1636.0,37202,48.3794,31.1656
,India,2020-07-27 17:35:12,1435616.0,32771.0,917568,20.593684,78.96288
,Pakistan,2020-07-27 17:35:12,274289.0,5842.0,241026,30.3753,69.3451
,Afghanistan,2020-07-27 17:35:12,36263.0,1269.0,25198,33.93911,67.709953
,Albania,2020-07-27 17:35:12,4880.0,144.0,2745,41.1533,20.1683
,Algeria,2020-07-27 17:35:12,27973.0,1163.0,18837,28.0339,1.6596
,Andorra,2020-07-27 17:35:12,907.0,52.0,803,42.5063,1.5218
,Angola,2020-07-27 17:35:12,932.0,40.0,242,-11.2027,17.8739
,Antigua and Barbuda,2020-07-27 17:35:12,82.0,3.0,60,17.0608,-61.7964
,Argentina,2020-07-27 17:35:12,162526.0,2956.0,72575,-38.4161,-63.6167
,Armenia,2020-07-27 17:35:12,37390.0,711.0,26665,40.0691,45.0382
,Azerbaijan,2020-07-27 17:35:12,30446.0,423.0,23242,40.1431,47.5769
,Bahamas,2020-07-27 17:35:12,342.0,11.0,91,25.025885,-78.035889
,Bahrain,2020-07-27 17:35:12,39131.0,141.0,35689,26.0275,50.55
,Bangladesh,2020-07-27 17:35:12,226225.0,2965.0,125683,23685,90.3563
,Barbados,2020-07-27 17:35:12,110.0,7.0,94,13.1939,-59.5432
,Belarus,2020-07-27 17:35:12,67251.0,538.0,60492,53.7098,27.9534
,Belgium,2020-07-27 17:35:12,66026.0,9821.0,17439,50.8333,4.469936
,Belize,2020-07-27 17:35:12,48.0,2.0,26,17.1899,-88.4976
,Benin,2020-07-27 17:35:12,1770.0,35.0,1036,9.3077,2.3158
,Bhutan,2020-07-27 17:35:12,95.0,0.0,85,27.5142,90.4336
,Bolivia,2020-07-27 17:35:12,69429.0,2583.0,21169,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-07-27 17:35:12,10498.0,294.0,4930,43.9159,17.6791
,Botswana,2020-07-27 14:08:49,686.0,1.0,52,-22.3285,24.6849
,Brunei,2020-07-27 17:35:12,141.0,3.0,138,4.5353,114.7277
,Bulgaria,2020-07-27 17:35:12,10427.0,340.0,5355,42.7339,25.4858
,Burkina Faso,2020-07-27 17:35:12,1100.0,53.0,926,12.2383,-1.5616
