Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-03-26 08:07:09,3143,13,194,-25.0,133.0
,Austria,2020-03-26 08:07:09,6962,49,112,47.5162,14.5501
,Canada,2020-03-26 08:07:09,4046,40,184,60.001000000000005,-95001
,China,2020-03-26 08:07:09,81828,3296,74719,30.5928,114.3055
,Denmark,2020-03-26 08:07:09,2026,41,57,56.0,10.0
,Finland,2020-03-26 08:07:09,958,5,10,61.9241,25.7482
,France,2020-03-26 08:07:09,29567,1698,4955,46.2276,2.2137
,Germany,2020-03-26 08:07:09,47278,281,5673,51.1657,10.4515
,Iceland,2020-03-26 08:07:09,802,2,82,64.9631,-19.0208
,Ireland,2020-03-26 08:07:09,1819,19,5,53.1424,-7.6921
,Italy,2020-03-26 08:07:09,80589,8215,10361,41.8719,12.5674
,Netherlands,2020-03-26 08:07:09,7469,435,6,52.3167,5.55
,Norway,2020-03-26 08:07:09,3372,14,6,60472,8.4689
,Russia,2020-03-26 08:07:09,840,3,38,61.523999999999994,105.3188
,Sweden,2020-03-26 08:07:09,2840,77,16,60.1282,18.6435
,Switzerland,2020-03-26 08:07:09,11811,194,131,46.8182,8.2275
,United Kingdom,2020-03-26 08:07:09,11813,580,150,55.0,-3.0
,US,2020-03-26 08:07:09,85991,1296,753,40.0,-100.0
,Afghanistan,2020-03-26 08:07:09,94,4,2,33.93911,67.709953
,Albania,2020-03-26 08:07:09,174,7,17,41.1533,20.1683
,Algeria,2020-03-26 08:07:09,367,25,29,28.0339,1.6596
,Andorra,2020-03-26 08:07:09,224,3,1,42.5063,1.5218
,Angola,2020-03-26 08:07:09,4,0,0,-11.2027,17.8739
,Antigua and Barbuda,2020-03-26 08:07:09,7,0,0,17.0608,-61.7964
,Argentina,2020-03-26 08:07:09,589,12,72,-38.4161,-63.6167
,Armenia,2020-03-26 08:07:09,329,1,18,40.0691,45.0382
,Azerbaijan,2020-03-26 08:07:09,122,3,15,40.1431,47.5769
,Bahamas,2020-03-26 08:07:09,9,0,1,25.025885,-78.035889
,Bahrain,2020-03-26 08:07:09,458,4,210,26.0275,50.55
,Bangladesh,2020-03-26 08:07:09,48,5,11,23685,90.3563
,Barbados,2020-03-26 08:07:09,24,0,0,13.1939,-59.5432
,Belarus,2020-03-26 08:07:09,86,0,29,53.7098,27.9534
,Belgium,2020-03-26 08:07:09,6235,220,675,50.8333,4.469936
,Belize,2020-03-26 08:07:09,2,0,0,17.1899,-88.4976
,Benin,2020-03-26 08:07:09,6,0,0,9.3077,2.3158
,Bhutan,2020-03-26 08:07:09,3,0,0,27.5142,90.4336
,Bolivia,2020-03-26 08:07:09,61,0,0,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-03-26 08:07:09,191,5,2,43.9159,17.6791
