Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-04-28 08:32:29,6745,90,5670,-25.0,133.0
,Austria,2020-04-28 08:32:29,15357,569,12580,47.5162,14.5501
,Canada,2020-04-28 08:32:29,51150,2983,19231,60.001000000000005,-95001
,China,2020-04-28 08:32:29,83940,4637,78435,30.5928,114.3055
,Denmark,2020-04-28 08:32:29,9206,434,6313,56.0,10.0
,Finland,2020-04-28 08:32:29,4740,199,2800,61.9241,25.7482
,France,2020-04-28 08:32:29,169053,23694,47775,46.2276,2.2137
,Germany,2020-04-28 08:32:29,159912,6314,120400,51.1657,10.4515
,Iceland,2020-04-28 08:32:29,1795,10,1636,64.9631,-19.0208
,Ireland,2020-04-28 08:32:29,19877,1159,9233,53.1424,-7.6921
,Italy,2020-04-28 08:32:29,201505,27359,68941,41.8719,12.5674
,Netherlands,2020-04-28 08:32:29,38612,4582,117,52.3167,5.55
,Norway,2020-04-28 08:32:29,7660,206,32,60472,8.4689
,Russia,2020-04-28 08:32:29,99399,972,10286,61.523999999999994,105.3188
,Sweden,2020-04-28 08:32:29,19621,2355,1005,60.1282,18.6435
,Switzerland,2020-04-28 08:32:29,29264,1699,22600,46.8182,8.2275
,United Kingdom,2020-04-28 08:32:29,162350,21745,813,55.0,-3.0
,US,2020-04-28 08:32:29,1012583,58355,115936,40.0,-100.0
,Afghanistan,2020-04-28 08:32:29,1828,58,228,33.93911,67.709953
,Albania,2020-04-28 08:32:29,750,30,431,41.1533,20.1683
,Algeria,2020-04-28 08:32:29,3649,437,1651,28.0339,1.6596
,Andorra,2020-04-28 08:32:29,743,41,398,42.5063,1.5218
,Angola,2020-04-28 08:32:29,27,2,6,-11.2027,17.8739
,Antigua and Barbuda,2020-04-28 08:32:29,24,3,11,17.0608,-61.7964
,Argentina,2020-04-28 08:32:29,4127,207,1162,-38.4161,-63.6167
,Armenia,2020-04-28 08:32:29,1932,30,900,40.0691,45.0382
,Azerbaijan,2020-04-28 08:32:29,1717,22,1221,40.1431,47.5769
,Bahamas,2020-04-28 08:32:29,80,11,23,25.025885,-78.035889
,Bahrain,2020-04-28 08:32:29,2811,8,1310,26.0275,50.55
,Bangladesh,2020-04-28 08:32:29,6462,155,139,23685,90.3563
,Barbados,2020-04-28 08:32:29,80,6,39,13.1939,-59.5432
,Belarus,2020-04-28 08:32:29,12208,79,1993,53.7098,27.9534
,Belgium,2020-04-28 08:32:29,47334,7331,10943,50.8333,4.469936
,Belize,2020-04-28 08:32:29,18,2,9,17.1899,-88.4976
,Benin,2020-04-28 08:32:29,64,1,33,9.3077,2.3158
,Bhutan,2020-04-28 08:32:29,7,0,5,27.5142,90.4336
,Bolivia,2020-04-28 08:32:29,1053,55,110,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-04-28 08:32:29,1585,63,682,43.9159,17.6791
,Botswana,2020-04-28 08:32:29,23,1,0,-22.3285,24.6849
,Brazil,2020-04-28 08:32:29,73235,5083,32544,-14235,-51.9253
,Brunei,2020-04-28 08:32:29,138,1,124,4.5353,114.7277
,Bulgaria,2020-04-28 08:32:29,1437,61,243,42.7339,25.4858
,Burkina Faso,2020-04-28 08:32:29,638,42,476,12.2383,-1.5616
,Burma,2020-04-28 08:32:29,150,6,16,21.9162,95956
,Burundi,2020-04-28 08:32:29,11,1,4,-3.3731,29.9189
,Cabo Verde,2020-04-28 08:32:29,114,1,2,16.5388,-23.0418
,Cambodia,2020-04-28 08:32:29,122,0,119,11.55,104.9167
,Cameroon,2020-04-28 08:32:29,1806,59,915,3848,11.5021
,Central African Republic,2020-04-28 08:32:29,50,0,10,6.6111,20.9394
,Chad,2020-04-28 08:32:29,52,2,19,15.4542,18.7322
,Chile,2020-04-28 08:32:29,14365,207,7710,-35.6751,-71543
,Colombia,2020-04-28 08:32:29,5949,269,1268,4.5709,-74.2973
,Congo (Brazzaville),2020-04-28 08:32:29,207,8,19,-4.2634,15.2832
,Congo (Kinshasa),2020-04-28 08:32:29,491,30,59,-4.322447,15.307045
,Costa Rica,2020-04-28 08:32:29,705,6,306,9.7489,-83.7534
,Cote d'Ivoire,2020-04-28 08:32:29,1183,14,525,7.54,-5.5471
,Croatia,2020-04-28 08:32:29,2047,63,1232,45.1,15.2
,Cuba,2020-04-28 08:32:29,1437,58,575,21.521757,-77.78116700000002
,Cyprus,2020-04-28 08:32:29,837,15,148,35.1264,33.4299
,Czechia,2020-04-28 08:32:29,7504,227,2960,49.8175,15473
,Diamond Princess,2020-04-28 08:32:29,712,13,645,,
,Djibouti,2020-04-28 08:32:29,1072,2,498,11.8251,42.5903
,Dominica,2020-04-28 08:32:29,16,0,13,15415,-61371
,Dominican Republic,2020-04-28 08:32:29,6416,286,1165,18.7357,-70.1627
,Ecuador,2020-04-28 08:32:29,24258,871,1557,-1.8312,-78.1834
,Egypt,2020-04-28 08:32:29,5042,359,1304,26.820553000000004,30.802498
,El Salvador,2020-04-28 08:32:29,377,9,106,13.7942,-88.8965
,Equatorial Guinea,2020-04-28 08:32:29,315,1,9,1.6508,10.2679
,Eritrea,2020-04-28 08:32:29,39,0,19,15.1794,39.7823
,Estonia,2020-04-28 08:32:29,1660,50,240,58.5953,25.0136
