Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-05-25 11:32:38,7133.0,102.0,6553.0,-25.0,133.0
,Austria,2020-05-25 11:32:38,16557.0,643.0,15182.0,47.5162,14.5501
,Canada,2020-05-25 11:32:38,87122.0,6655.0,44651.0,60.001000000000005,-95001
,China,2020-05-25 11:32:38,84102.0,4638.0,79353.0,30.5928,114.3055
,Denmark,2020-05-25 11:32:38,11586.0,563.0,10162.0,56.2639,9.5018
,Finland,2020-05-25 11:32:38,6628.0,312.0,5100.0,61.9241,25.7482
,France,2020-05-25 11:32:38,183067.0,28460.0,65317.0,46.2276,2.2137
,Germany,2020-05-25 11:32:38,180802.0,8323.0,161599.0,51.165690999999995,10.451526
,Iceland,2020-05-25 11:32:38,1804.0,10.0,1791.0,64.9631,-19.0208
,Ireland,2020-05-25 11:32:38,24698.0,1606.0,21060.0,53.1424,-7.6921
,Italy,2020-05-25 11:32:38,230158.0,32877.0,141981.0,41.8719,12.5674
,Netherlands,2020-05-25 11:32:38,45647.0,5849.0,174.0,52.3167,5.55
,Norway,2020-05-25 11:32:38,8364.0,235.0,7727.0,60472,8.4689
,Russia,2020-05-25 11:32:38,362342.0,3807.0,131129.0,61.523999999999994,105.3188
,Sweden,2020-05-25 11:32:38,33843.0,4029.0,4971.0,60.1282,18.6435
,Switzerland,2020-05-25 11:32:38,30761.0,1913.0,28200.0,46.8182,8.2275
,United Kingdom,2020-05-25 11:32:38,262547.0,36996.0,1161.0,55.0,-3.0
,US,2020-05-25 11:32:38,1662768.0,98223.0,379157.0,40.0,-100.0
,Spain,2020-05-25 11:32:38,235400.0,26834.0,150376.0,40.463667,-3.7492199999999998
,Mexico,2020-05-25 11:32:38,71105.0,7633.0,49452.0,23.6345,-102.5528
,Chile,2020-05-25 11:32:38,73997.0,761.0,29302.0,-35.6751,-71543
,Brazil,2020-05-25 11:32:38,374898.0,23473.0,153833.0,-14235,-51.9253
,Afghanistan,2020-05-25 11:32:38,11831.0,220.0,1128.0,33.93911,67.709953
,Albania,2020-05-25 11:32:38,1029.0,33.0,803.0,41.1533,20.1683
,Algeria,2020-05-25 11:32:38,8503.0,609.0,4747.0,28.0339,1.6596
,Andorra,2020-05-25 11:32:38,763.0,51.0,663.0,42.5063,1.5218
,Angola,2020-05-25 11:32:38,70.0,4.0,18.0,-11.2027,17.8739
,Antigua and Barbuda,2020-05-25 11:32:38,25.0,3.0,19.0,17.0608,-61.7964
,Argentina,2020-05-25 11:32:38,12628.0,467.0,3999.0,-38.4161,-63.6167
,Armenia,2020-05-25 11:32:38,7402.0,91.0,3220.0,40.0691,45.0382
,Azerbaijan,2020-05-25 11:32:38,4271.0,51.0,2741.0,40.1431,47.5769
,Bahamas,2020-05-25 11:32:38,100.0,11.0,46.0,25.025885,-78.035889
,Bahrain,2020-05-25 11:32:38,9223.0,14.0,4916.0,26.0275,50.55
,Bangladesh,2020-05-25 11:32:38,36751.0,522.0,7579.0,23685,90.3563
,Barbados,2020-05-25 11:32:38,92.0,7.0,71.0,13.1939,-59.5432
,Belarus,2020-05-25 11:32:38,38059.0,208.0,15086.0,53.7098,27.9534
,Belgium,2020-05-25 11:32:38,57455.0,9334.0,15320.0,50.8333,4.469936
,Belize,2020-05-25 11:32:38,18.0,2.0,16.0,13.1939,-59.5432
,Benin,2020-05-25 11:32:38,191.0,3.0,84.0,9.3077,2.3158
,Bhutan,2020-05-25 11:32:38,27.0,0.0,6.0,27.5142,90.4336
,Bolivia,2020-05-25 11:32:38,6660.0,261.0,647.0,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-05-25 11:32:38,2416.0,149.0,1721.0,43.9159,17.6791
,Botswana,2020-05-25 11:32:38,35.0,1.0,20.0,-22.3285,24.6849
,Brunei,2020-05-25 11:32:38,141.0,1.0,137.0,4.5353,114.7277
,Bulgaria,2020-05-25 11:32:38,2443.0,130.0,880.0,42.7339,25.4858
,Burkina Faso,2020-05-25 11:32:38,832.0,52.0,672.0,12.2383,-1.5616
,Burma,2020-05-25 11:32:38,203.0,6.0,123.0,21.9162,95956
,Burundi,2020-05-25 11:32:38,42.0,1.0,20.0,-3.3731,29.9189
,Cabo Verde,2020-05-25 11:32:38,390.0,3.0,155.0,16.5388,-23.0418
,Cambodia,2020-05-25 11:32:38,124.0,0.0,122.0,11.55,104.9167
,Cameroon,2020-05-25 11:32:38,5044.0,171.0,1917.0,3.8480000000000003,11.5021
,Central African Republic,2020-05-25 11:32:38,652.0,1.0,22.0,6.6111,20.9394
,Chad,2020-05-25 11:32:38,687.0,61.0,244.0,15.4542,18.7322
,Colombia,2020-05-25 11:32:38,21981.0,750.0,5265.0,4.5709,-74.2973
,Comoros,2020-05-25 11:32:38,87.0,1.0,21.0,-11.6455,43.3333
,Congo (Brazzaville),2020-05-25 11:32:38,487.0,16.0,147.0,-228,15.8277
,Congo (Kinshasa),2020-05-25 11:32:38,2403.0,68.0,340.0,-4.0383,21.7587
,Costa Rica,2020-05-25 11:32:38,951.0,10.0,628.0,9.7489,-83.7534
,Cote d'Ivoire,2020-05-25 11:32:38,2423.0,30.0,1257.0,7.54,-5.5471
,Croatia,2020-05-25 11:32:38,2244.0,100.0,2035.0,45.1,15.2
,Cuba,2020-05-25 11:32:38,1947.0,82.0,1704.0,21.521757,-77.78116700000002
,Cyprus,2020-05-25 11:32:38,937.0,17.0,594.0,35.1264,33.4299
,Czechia,2020-05-25 11:32:38,9002.0,317.0,6182.0,49.8175,15.472999999999999
,Diamond Princess,2020-05-25 11:32:38,712.0,13.0,651.0,,
,Djibouti,2020-05-25 11:32:38,2468.0,14.0,1079.0,11.8251,42.5903
,Dominica,2020-05-25 11:32:38,16.0,0.0,16.0,15415,-61371
,Dominican Republic,2020-05-25 11:32:38,15073.0,460.0,8285.0,18.7357,-70.1627
,Ecuador,2020-05-25 11:32:38,37355.0,3203.0,18003.0,-1.8312,-78.1834
,Egypt,2020-05-25 11:32:38,17967.0,783.0,4900.0,26.820553000000004,30.802497999999996
,El Salvador,2020-05-25 11:32:38,2042.0,36.0,787.0,13.7942,-88.8965
,Equatorial Guinea,2020-05-25 11:32:38,1043.0,12.0,165.0,1.6508,10.2679
,Eritrea,2020-05-25 11:32:38,39.0,0.0,39.0,15.1794,39.7823
,Estonia,2020-05-25 11:32:38,1834.0,65.0,1552.0,58.5953,25.0136
,Eswatini,2020-05-25 11:32:38,256.0,2.0,158.0,-26.5225,31.4659
,Ethiopia,2020-05-25 11:32:38,701.0,6.0,167.0,9145,40.4897
,Fiji,2020-05-25 11:32:38,18.0,0.0,15.0,-17.7134,178065
,Gabon,2020-05-25 11:32:38,2135.0,14.0,562.0,-0.8037,11.6094
,Gambia,2020-05-25 11:32:38,25.0,1.0,17.0,13.4432,-15.3101
,Georgia,2020-05-25 11:32:38,732.0,12.0,537.0,42.3154,43.3569
,Ghana,2020-05-25 11:32:38,6808.0,32.0,2070.0,7.9465,-1.0232
,Greece,2020-05-25 11:32:38,2882.0,172.0,1374.0,39.0742,21.8243
,Grenada,2020-05-25 11:32:38,23.0,0.0,18.0,12.1165,-61.678999999999995
,Guatemala,2020-05-25 11:32:38,3760.0,59.0,274.0,15.7835,-90.2308
,Guinea,2020-05-25 11:32:38,3275.0,20.0,1673.0,9.9456,-9.6966
,Guinea-Bissau,2020-05-25 11:32:38,1178.0,7.0,42.0,11.8037,-15.1804
,Guyana,2020-05-25 11:32:38,137.0,11.0,62.0,4.860416000000002,-58.93018000000001
,Haiti,2020-05-25 11:32:38,1063.0,31.0,22.0,18.9712,-72.2852
,Holy See,2020-05-25 11:32:38,12.0,0.0,2.0,41.9029,12.4534
,Honduras,2020-05-25 11:32:38,4189.0,182.0,473.0,15.2,-86.2419
,Hungary,2020-05-25 11:32:38,3771.0,499.0,1836.0,47.1625,19.5033
,India,2020-05-25 11:32:38,146376.0,4187.0,61151.0,20.593684,78.96288
,Indonesia,2020-05-25 11:32:38,23165.0,1418.0,5877.0,-0.7893,113.9213
,Iran,2020-05-25 11:32:38,139511.0,7508.0,109437.0,32.427908,53.68804599999999
,Iraq,2020-05-25 11:32:38,4632.0,163.0,2811.0,33.223191,43.679291
,Israel,2020-05-25 11:32:38,16743.0,281.0,14362.0,31.046051000000002,34.851612
,Jamaica,2020-05-25 11:32:38,556.0,9.0,238.0,18.1096,-77.2975
,Japan,2020-05-25 11:32:38,16581.0,830.0,13612.0,36.204824,138.252924
,Jordan,2020-05-25 11:32:38,711.0,9.0,479.0,31.24,36.51
,Kazakhstan,2020-05-25 11:32:38,8969.0,35.0,4515.0,48.0196,66.9237
,Kenya,2020-05-25 11:32:38,1286.0,52.0,402.0,-0.0236,37.9062
,"Korea, South",2020-05-25 11:32:38,11225.0,269.0,10275.0,35.90775700000001,127.766922
,Kosovo,2020-05-25 11:32:38,1038.0,30.0,791.0,42.602636,20.902977
,Kuwait,2020-05-25 11:32:38,22575.0,172.0,7306.0,29.311659999999996,47.481766
,Kyrgyzstan,2020-05-25 11:32:38,1468.0,16.0,1015.0,41.20438,74.766098
,Laos,2020-05-25 11:32:38,19.0,0.0,14.0,19.856270000000002,102.495496
,Latvia,2020-05-25 11:32:38,1053.0,22.0,741.0,56.8796,24.6032
,Lebanon,2020-05-25 11:32:38,1119.0,26.0,688.0,33.8547,35.8623
,Lesotho,2020-05-25 11:32:38,2.0,0.0,0.0,-29.609988,28.233608
,Liberia,2020-05-25 11:32:38,265.0,26.0,141.0,6.4280550000000005,-9.429499
,Libya,2020-05-25 11:32:38,75.0,3.0,40.0,26.3351,17.228331
,Liechtenstein,2020-05-25 11:32:38,82.0,1.0,55.0,47.14,9.55
,Lithuania,2020-05-25 11:32:38,1639.0,65.0,1165.0,55.1694,23.8813
,Luxembourg,2020-05-25 11:32:38,3993.0,110.0,3781.0,49.8153,6.1296
