Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Australia,2020-04-18 07:38:27,6547,67,4124,-25.0,133.0
,Austria,2020-04-18 07:38:27,14671,443,10214,47.5162,14.5501
,Canada,2020-04-18 07:38:27,34386,1520,11216,60.001000000000005,-95001
,China,2020-04-18 07:38:27,83804,4636,77647,30.5928,114.3055
,Denmark,2020-04-18 07:38:27,7438,346,4034,56.0,10.0
,Finland,2020-04-18 07:38:27,3681,90,1700,61.9241,25.7482
,France,2020-04-18 07:38:27,152978,19349,36588,46.2276,2.2137
,Germany,2020-04-18 07:38:27,143724,4538,88000,51.1657,10.4515
,Iceland,2020-04-18 07:38:27,1760,9,1291,64.9631,-19.0208
,Ireland,2020-04-18 07:38:27,14758,571,77,53.1424,-7.6921
,Italy,2020-04-18 07:38:27,175925,23227,44927,41.8719,12.5674
,Netherlands,2020-04-18 07:38:27,31766,3613,317,52.3167,5.55
,Norway,2020-04-18 07:38:27,7069,164,32,60472,8.4689
,Russia,2020-04-18 07:38:27,36793,313,3057,61.523999999999994,105.3188
,Sweden,2020-04-18 07:38:27,13822,1511,550,60.1282,18.6435
,Switzerland,2020-04-18 07:38:27,27404,1368,17100,46.8182,8.2275
,United Kingdom,2020-04-18 07:38:27,115314,15498,414,55.0,-3.0
,US,2020-04-18 07:38:27,735287,39090,66819,40.0,-100.0
,Afghanistan,2020-04-18 07:38:27,993,32,131,33.93911,67.709953
,Albania,2020-04-18 07:38:27,548,26,302,41.1533,20.1683
,Algeria,2020-04-18 07:38:27,2534,367,894,28.0339,1.6596
,Andorra,2020-04-18 07:38:27,704,35,205,42.5063,1.5218
,Angola,2020-04-18 07:38:27,24,2,6,-11.2027,17.8739
,Antigua and Barbuda,2020-04-18 07:38:27,23,3,3,17.0608,-61.7964
,Argentina,2020-04-18 07:38:27,2839,132,685,-38.4161,-63.6167
,Armenia,2020-04-18 07:38:27,1291,20,545,40.0691,45.0382
,Azerbaijan,2020-04-18 07:38:27,1373,18,590,40.1431,47.5769
,Bahamas,2020-04-18 07:38:27,55,9,10,25.025885,-78.035889
,Bahrain,2020-04-18 07:38:27,1773,7,755,26.0275,50.55
,Bangladesh,2020-04-18 07:38:27,2144,84,66,23685,90.3563
,Barbados,2020-04-18 07:38:27,75,5,17,13.1939,-59.5432
,Belarus,2020-04-18 07:38:27,4779,45,342,53.7098,27.9534
,Belgium,2020-04-18 07:38:27,37183,5453,8348,50.8333,4.469936
,Belize,2020-04-18 07:38:27,18,2,0,17.1899,-88.4976
,Benin,2020-04-18 07:38:27,35,1,18,9.3077,2.3158
,Bhutan,2020-04-18 07:38:27,5,0,2,27.5142,90.4336
,Bolivia,2020-04-18 07:38:27,520,32,31,-16.2902,-63.5887
,Bosnia and Herzegovina,2020-04-18 07:38:27,1268,47,338,43.9159,17.6791
,Botswana,2020-04-18 07:38:27,15,1,0,-22.3285,24.6849
,Brazil,2020-04-18 07:38:27,36925,2372,14026,-14235,-51.9253
,Brunei,2020-04-18 07:38:27,137,1,113,4.5353,114.7277
,Bulgaria,2020-04-18 07:38:27,884,42,161,42.7339,25.4858
,Burkina Faso,2020-04-18 07:38:27,565,36,321,12.2383,-1.5616
,Burma,2020-04-18 07:38:27,107,5,5,21.9162,95956
,Burundi,2020-04-18 07:38:27,5,1,0,-3.3731,29.9189
,Cabo Verde,2020-04-18 07:38:27,58,1,1,16.5388,-23.0418
,Cambodia,2020-04-18 07:38:27,122,0,103,11.55,104.9167
,Cameroon,2020-04-18 07:38:27,1017,42,305,3848,11.5021
,Central African Republic,2020-04-18 07:38:27,12,0,4,6.6111,20.9394
,Chad,2020-04-18 07:38:27,33,0,8,15.4542,18.7322
,Chile,2020-04-18 07:38:27,9730,126,4035,-35.6751,-71543
,Colombia,2020-04-18 07:38:27,3621,166,691,4.5709,-74.2973
,Congo (Brazzaville),2020-04-18 07:38:27,143,6,11,-4.2634,15.2832
,Congo (Kinshasa),2020-04-18 07:38:27,307,25,26,-4.322447,15.307045
,Costa Rica,2020-04-18 07:38:27,655,4,97,9.7489,-83.7534
,Cote d'Ivoire,2020-04-18 07:38:27,801,8,239,7.54,-5.5471
,Croatia,2020-04-18 07:38:27,1832,39,615,45.1,15.2
,Cuba,2020-04-18 07:38:27,986,32,227,21.521757,-77.78116700000002
,Cyprus,2020-04-18 07:38:27,761,12,79,35.1264,33.4299
,Czechia,2020-04-18 07:38:27,6657,181,1235,49.8175,15473
,Diamond Princess,2020-04-18 07:38:27,712,13,644,,
,Djibouti,2020-04-18 07:38:27,732,2,76,11.8251,42.5903
,Dominica,2020-04-18 07:38:27,16,0,8,15415,-61371
,Dominican Republic,2020-04-18 07:38:27,4335,217,312,18.7357,-70.1627
,Ecuador,2020-04-18 07:38:27,9022,456,1008,-1.8312,-78.1834
